v4_0,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,registration-or-occurrence,RegistrationOrOccurrence
22,2026,2026,E12000004,East Midlands,week-6,Week 6,female,Female,60-64,60-64,registrations,Registrations
25,2026,2026,E12000007,London,week-6,Week 6,female,Female,60-64,60-64,registrations,Registrations
1,2026,2026,E92000001,England,week-6,Week 6,female,Female,5-9,5-9,registrations,Registrations
0,2026,2026,E12000004,East Midlands,week-6,Week 6,male,Male,5-9,5-9,registrations,Registrations
49,2026,2026,E12000007,London,week-6,Week 6,male,Male,60-64,60-64,registrations,Registrations
49,2026,2026,E12000001,North East,week-6,Week 6,all,All,65-69,65-69,registrations,Registrations
77,2026,2026,E12000009,South West,week-6,Week 6,all,All,65-69,65-69,registrations,Registrations
59,2026,2026,E12000006,East of England,week-6,Week 6,male,Male,70-74,70-74,registrations,Registrations
0,2026,2026,E12000008,South East,week-6,Week 6,male,Male,5-9,5-9,registrations,Registrations
2,2026,2026,E92000001,England,week-6,Week 6,female,Female,10-14,10-14,registrations,Registrations
0,2026,2026,E12000002,North West,week-6,Week 6,female,Female,15-19,15-19,registrations,Registrations
1,2026,2026,E12000003,Yorkshire and The Humber,week-6,Week 6,female,Female,15-19,15-19,registrations,Registrations
1,2026,2026,E12000008,South East,week-6,Week 6,female,Female,15-19,15-19,registrations,Registrations
162,2026,2026,E12000004,East Midlands,week-6,Week 6,all,All,75-79,75-79,registrations,Registrations
2,2026,2026,E12000008,South East,week-6,Week 6,female,Female,35-39,35-39,registrations,Registrations
1,2026,2026,E12000009,South West,week-6,Week 6,female,Female,35-39,35-39,registrations,Registrations
4,2026,2026,E12000003,Yorkshire and The Humber,week-6,Week 6,male,Male,35-39,35-39,registrations,Registrations
72,2026,2026,E92000001,England,week-6,Week 6,male,Male,40-44,40-44,registrations,Registrations
6,2026,2026,E12000001,North East,week-6,Week 6,male,Male,40-44,40-44,registrations,Registrations
6,2026,2026,E12000005,West Midlands,week-6,Week 6,male,Male,40-44,40-44,registrations,Registrations
14,2026,2026,E12000005,West Midlands,week-6,Week 6,all,All,45-49,45-49,registrations,Registrations
3,2026,2026,W92000004,Wales,week-6,Week 6,female,Female,45-49,45-49,registrations,Registrations
11,2026,2026,E12000007,London,week-6,Week 6,male,Male,45-49,45-49,registrations,Registrations
19,2026,2026,E12000009,South West,week-6,Week 6,all,All,50-54,50-54,registrations,Registrations
10,2026,2026,E12000005,West Midlands,week-6,Week 6,female,Female,50-54,50-54,registrations,Registrations
7,2026,2026,E12000005,West Midlands,week-6,Week 6,male,Male,50-54,50-54,registrations,Registrations
388,2026,2026,E92000001,England,week-6,Week 6,all,All,55-59,55-59,registrations,Registrations
0,2026,2026,E12000006,East of England,week-6,Week 6,female,Female,20-24,20-24,registrations,Registrations
13,2026,2026,E92000001,England,week-6,Week 6,male,Male,20-24,20-24,registrations,Registrations
0,2026,2026,E12000007,London,week-6,Week 6,male,Male,20-24,20-24,registrations,Registrations
0,2026,2026,E12000005,West Midlands,week-6,Week 6,female,Female,25-29,25-29,registrations,Registrations
6,2026,2026,E12000005,West Midlands,week-6,Week 6,all,All,0-1,0-1,registrations,Registrations
6,2026,2026,E12000007,London,week-6,Week 6,all,All,0-1,0-1,registrations,Registrations
2,2026,2026,E12000005,West Midlands,week-6,Week 6,female,Female,0-1,0-1,registrations,Registrations
1,2026,2026,E12000009,South West,week-6,Week 6,female,Female,0-1,0-1,registrations,Registrations
1,2026,2026,E12000007,London,week-6,Week 6,all,All,1-4,1-4,registrations,Registrations
7,2026,2026,E12000003,Yorkshire and The Humber,week-6,Week 6,all,All,30-34,30-34,registrations,Registrations
4,2026,2026,E92000001,England,week-6,Week 6,female,Female,1-4,1-4,registrations,Registrations
3,2026,2026,E12000004,East Midlands,week-6,Week 6,all,All,30-34,30-34,registrations,Registrations
2,2026,2026,W92000004,Wales,week-6,Week 6,male,Male,30-34,30-34,registrations,Registrations
5,2026,2026,E12000003,Yorkshire and The Humber,week-6,Week 6,male,Male,30-34,30-34,registrations,Registrations
9,2026,2026,E12000007,London,week-6,Week 6,male,Male,30-34,30-34,registrations,Registrations
