v4_0,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,registration-or-occurrence,RegistrationOrOccurrence
20,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,90-94,90-94,occurrences,Occurrences
10,2026,2026,E12000008,South East,week-25,Week 25,female,Female,90-94,90-94,occurrences,Occurrences
27,2026,2026,E12000002,North West,week-25,Week 25,male,Male,90-94,90-94,occurrences,Occurrences
19,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,all,All,95-99,95-99,occurrences,Occurrences
5,2026,2026,E12000004,East Midlands,week-25,Week 25,all,All,95-99,95-99,occurrences,Occurrences
45,2026,2026,E92000001,England,week-25,Week 25,male,Male,95-99,95-99,occurrences,Occurrences
3,2026,2026,E12000002,North West,week-25,Week 25,all,All,100+,100+,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-25,Week 25,female,Female,100+,100+,occurrences,Occurrences
3,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,100+,100+,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-25,Week 25,male,Male,100+,100+,occurrences,Occurrences
5,2026,2026,E12000003,Yorkshire and The Humber,week-25,Week 25,female,Female,50-54,50-54,occurrences,Occurrences
9,2026,2026,E12000007,London,week-25,Week 25,all,All,55-59,55-59,occurrences,Occurrences
1,2026,2026,E12000002,North West,week-25,Week 25,female,Female,55-59,55-59,occurrences,Occurrences
39,2026,2026,E92000001,England,week-25,Week 25,male,Male,55-59,55-59,occurrences,Occurrences
13,2026,2026,E12000008,South East,week-25,Week 25,all,All,60-64,60-64,occurrences,Occurrences
3,2026,2026,E12000006,East of England,week-25,Week 25,all,All,50-54,50-54,occurrences,Occurrences
3,2026,2026,E12000009,South West,week-25,Week 25,all,All,50-54,50-54,occurrences,Occurrences
3,2026,2026,E12000005,West Midlands,week-25,Week 25,female,Female,50-54,50-54,occurrences,Occurrences
3,2026,2026,E12000008,South East,week-25,Week 25,female,Female,50-54,50-54,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-25,Week 25,male,Male,50-54,50-54,occurrences,Occurrences
3,2026,2026,E12000005,West Midlands,week-25,Week 25,male,Male,50-54,50-54,occurrences,Occurrences
62,2026,2026,E92000001,England,week-25,Week 25,all,All,55-59,55-59,occurrences,Occurrences
1085,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
961,2026,2026,E12000007,London,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,all,All,0-1,0-1,registrations,Registrations
1,2026,2026,E12000001,North East,week-24,Week 24,all,All,0-1,0-1,registrations,Registrations
12,2026,2026,E12000008,South East,week-24,Week 24,all,All,0-1,0-1,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,male,Male,1-4,1-4,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,all,All,5-9,5-9,registrations,Registrations
632,2026,2026,E12000009,South West,week-24,Week 24,female,Female,all-ages,All ages,registrations,Registrations
622,2026,2026,E12000009,South West,week-24,Week 24,male,Male,all-ages,All ages,registrations,Registrations
4,2026,2026,E12000007,London,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
0,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,5-9,5-9,registrations,Registrations
3,2026,2026,E12000007,London,week-24,Week 24,female,Female,10-14,10-14,registrations,Registrations
4,2026,2026,E12000002,North West,week-24,Week 24,male,Male,15-19,15-19,registrations,Registrations
2,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,15-19,15-19,registrations,Registrations
0,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,15-19,15-19,registrations,Registrations
5,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
3,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
3,2026,2026,E12000001,North East,week-24,Week 24,male,Male,25-29,25-29,registrations,Registrations
1,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,25-29,25-29,registrations,Registrations
4,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,30-34,30-34,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,female,Female,30-34,30-34,registrations,Registrations
1,2026,2026,E12000007,London,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
8,2026,2026,E12000006,East of England,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
1,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
6,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
2,2026,2026,E12000009,South West,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
7,2026,2026,E12000001,North East,week-24,Week 24,all,All,40-44,40-44,registrations,Registrations
21,2026,2026,E12000002,North West,week-24,Week 24,all,All,40-44,40-44,registrations,Registrations
6,2026,2026,E12000008,South East,week-24,Week 24,female,Female,40-44,40-44,registrations,Registrations
63,2026,2026,E92000001,England,week-24,Week 24,male,Male,40-44,40-44,registrations,Registrations
3,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,40-44,40-44,registrations,Registrations
3,2026,2026,E12000001,North East,week-24,Week 24,female,Female,45-49,45-49,registrations,Registrations
25,2026,2026,W92000004,Wales,week-24,Week 24,all,All,50-54,50-54,registrations,Registrations
8,2026,2026,E12000001,North East,week-24,Week 24,female,Female,50-54,50-54,registrations,Registrations
9,2026,2026,E12000002,North West,week-24,Week 24,female,Female,50-54,50-54,registrations,Registrations
6,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,50-54,50-54,registrations,Registrations
8,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,50-54,50-54,registrations,Registrations
53,2026,2026,E12000008,South East,week-24,Week 24,all,All,55-59,55-59,registrations,Registrations
7,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,55-59,55-59,registrations,Registrations
31,2026,2026,E12000002,North West,week-24,Week 24,male,Male,55-59,55-59,registrations,Registrations
31,2026,2026,E12000007,London,week-24,Week 24,male,Male,55-59,55-59,registrations,Registrations
21,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
23,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
34,2026,2026,E12000007,London,week-24,Week 24,male,Male,60-64,60-64,registrations,Registrations
36,2026,2026,W92000004,Wales,week-24,Week 24,all,All,65-69,65-69,registrations,Registrations
77,2026,2026,E12000006,East of England,week-24,Week 24,all,All,65-69,65-69,registrations,Registrations
13,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,65-69,65-69,registrations,Registrations
102,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,70-74,70-74,registrations,Registrations
55,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,70-74,70-74,registrations,Registrations
69,2026,2026,E12000008,South East,week-24,Week 24,male,Male,70-74,70-74,registrations,Registrations
9,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,55-59,55-59,registrations,Registrations
14,2026,2026,E12000001,North East,week-24,Week 24,male,Male,55-59,55-59,registrations,Registrations
550,2026,2026,E92000001,England,week-24,Week 24,all,All,60-64,60-64,registrations,Registrations
42,2026,2026,E12000001,North East,week-24,Week 24,all,All,65-69,65-69,registrations,Registrations
25,2026,2026,E12000001,North East,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
48,2026,2026,E12000007,London,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
59,2026,2026,E12000008,South East,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
927,2026,2026,E92000001,England,week-24,Week 24,all,All,70-74,70-74,registrations,Registrations
23,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
38,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
63,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,70-74,70-74,registrations,Registrations
137,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
196,2026,2026,E12000006,East of England,week-24,Week 24,all,All,80-84,80-84,registrations,Registrations
56,2026,2026,E12000001,North East,week-24,Week 24,male,Male,80-84,80-84,registrations,Registrations
179,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,85-89,85-89,registrations,Registrations
193,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,85-89,85-89,registrations,Registrations
326,2026,2026,E12000008,South East,week-24,Week 24,all,All,85-89,85-89,registrations,Registrations
226,2026,2026,E12000009,South West,week-24,Week 24,all,All,85-89,85-89,registrations,Registrations
174,2026,2026,E12000008,South East,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
60,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,85-89,85-89,registrations,Registrations
171,2026,2026,E12000002,North West,week-24,Week 24,all,All,90-94,90-94,registrations,Registrations
103,2026,2026,E12000002,North West,week-24,Week 24,female,Female,90-94,90-94,registrations,Registrations
118,2026,2026,E12000009,South West,week-24,Week 24,female,Female,90-94,90-94,registrations,Registrations
48,2026,2026,E12000007,London,week-24,Week 24,male,Male,90-94,90-94,registrations,Registrations
40,2026,2026,E12000001,North East,week-24,Week 24,all,All,95-99,95-99,registrations,Registrations
446,2026,2026,E92000001,England,week-24,Week 24,female,Female,95-99,95-99,registrations,Registrations
29,2026,2026,E12000001,North East,week-24,Week 24,female,Female,95-99,95-99,registrations,Registrations
37,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,95-99,95-99,registrations,Registrations
82,2026,2026,E12000008,South East,week-24,Week 24,female,Female,95-99,95-99,registrations,Registrations
16,2026,2026,E12000002,North West,week-24,Week 24,all,All,100+,100+,registrations,Registrations
18,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,100+,100+,registrations,Registrations
126,2026,2026,E92000001,England,week-24,Week 24,female,Female,55-59,55-59,registrations,Registrations
16,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,55-59,55-59,registrations,Registrations
62,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,60-64,60-64,registrations,Registrations
71,2026,2026,E12000009,South West,week-24,Week 24,all,All,60-64,60-64,registrations,Registrations
26,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,60-64,60-64,registrations,Registrations
1155,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
686,2026,2026,E92000001,England,week-24,Week 24,all,All,65-69,65-69,registrations,Registrations
9,2026,2026,E12000002,North West,week-24,Week 24,all,All,0-1,0-1,registrations,Registrations
23,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
62,2026,2026,W92000004,Wales,week-24,Week 24,all,All,70-74,70-74,registrations,Registrations
118,2026,2026,E12000009,South West,week-24,Week 24,all,All,70-74,70-74,registrations,Registrations
52,2026,2026,E12000002,North West,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
22,2026,2026,E92000001,England,week-24,Week 24,female,Female,0-1,0-1,registrations,Registrations
1,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,0-1,0-1,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
3,2026,2026,E12000009,South West,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
31,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
39,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,70-74,70-74,registrations,Registrations
0,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
0,2026,2026,E12000008,South East,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
51,2026,2026,E12000007,London,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,all,All,5-9,5-9,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,5-9,5-9,registrations,Registrations
0,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
0,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,5-9,5-9,registrations,Registrations
0,2026,2026,E12000007,London,week-24,Week 24,male,Male,5-9,5-9,registrations,Registrations
0,2026,2026,E12000002,North West,week-24,Week 24,female,Female,10-14,10-14,registrations,Registrations
0,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,10-14,10-14,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
3,2026,2026,E92000001,England,week-24,Week 24,female,Female,15-19,15-19,registrations,Registrations
1,2026,2026,E12000007,London,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
2,2026,2026,W92000004,Wales,week-24,Week 24,all,All,20-24,20-24,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,20-24,20-24,registrations,Registrations
2,2026,2026,E12000007,London,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
28,2026,2026,E92000001,England,week-24,Week 24,all,All,25-29,25-29,registrations,Registrations
3,2026,2026,E12000001,North East,week-24,Week 24,all,All,25-29,25-29,registrations,Registrations
2,2026,2026,E12000008,South East,week-24,Week 24,all,All,25-29,25-29,registrations,Registrations
1,2026,2026,E12000009,South West,week-24,Week 24,female,Female,30-34,30-34,registrations,Registrations
2,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
2,2026,2026,E12000008,South East,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
5,2026,2026,E12000001,North East,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
7,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
5,2026,2026,E12000009,South West,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
4,2026,2026,W92000004,Wales,week-24,Week 24,all,All,40-44,40-44,registrations,Registrations
10,2026,2026,E12000002,North West,week-24,Week 24,male,Male,45-49,45-49,registrations,Registrations
29,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,50-54,50-54,registrations,Registrations
27,2026,2026,E12000009,South West,week-24,Week 24,all,All,50-54,50-54,registrations,Registrations
9,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,50-54,50-54,registrations,Registrations
46,2026,2026,E12000007,London,week-24,Week 24,all,All,55-59,55-59,registrations,Registrations
11,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,55-59,55-59,registrations,Registrations
232,2026,2026,E92000001,England,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
41,2026,2026,E12000002,North West,week-24,Week 24,male,Male,60-64,60-64,registrations,Registrations
99,2026,2026,E12000008,South East,week-24,Week 24,all,All,65-69,65-69,registrations,Registrations
295,2026,2026,E92000001,England,week-24,Week 24,female,Female,65-69,65-69,registrations,Registrations
59,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
48,2026,2026,E12000009,South West,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
89,2026,2026,E12000001,North East,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
109,2026,2026,E12000007,London,week-24,Week 24,all,All,75-79,75-79,registrations,Registrations
68,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
73,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
911,2026,2026,E92000001,England,week-24,Week 24,male,Male,80-84,80-84,registrations,Registrations
82,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,80-84,80-84,registrations,Registrations
115,2026,2026,E12000001,North East,week-24,Week 24,all,All,85-89,85-89,registrations,Registrations
90,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
119,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,85-89,85-89,registrations,Registrations
10471,2026,2026,E92000001,England,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
5123,2026,2026,E92000001,England,week-24,Week 24,female,Female,all-ages,All ages,registrations,Registrations
748,2026,2026,E12000002,North West,week-24,Week 24,male,Male,all-ages,All ages,registrations,Registrations
3,2026,2026,E12000002,North West,week-24,Week 24,female,Female,0-1,0-1,registrations,Registrations
1,2026,2026,E12000001,North East,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
1,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
615,2026,2026,E12000001,North East,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
1,2026,2026,E12000006,East of England,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
597,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,all-ages,All ages,registrations,Registrations
0,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,1-4,1-4,registrations,Registrations
1,2026,2026,E12000002,North West,week-24,Week 24,female,Female,1-4,1-4,registrations,Registrations
0,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,1-4,1-4,registrations,Registrations
0,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,1-4,1-4,registrations,Registrations
601,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,all-ages,All ages,registrations,Registrations
1254,2026,2026,E12000009,South West,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
49,2026,2026,E12000007,London,week-24,Week 24,female,Female,95-99,95-99,registrations,Registrations
486,2026,2026,E12000007,London,week-24,Week 24,male,Male,all-ages,All ages,registrations,Registrations
7,2026,2026,E12000006,East of England,week-24,Week 24,all,All,30-34,30-34,registrations,Registrations
5,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,30-34,30-34,registrations,Registrations
4,2026,2026,E12000009,South West,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
73,2026,2026,E92000001,England,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
56,2026,2026,E92000001,England,week-24,Week 24,all,All,0-1,0-1,registrations,Registrations
13,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,95-99,95-99,registrations,Registrations
1462,2026,2026,E12000002,North West,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
0,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,0-1,0-1,registrations,Registrations
3,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
28,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,95-99,95-99,registrations,Registrations
5,2026,2026,E12000001,North East,week-24,Week 24,all,All,100+,100+,registrations,Registrations
12,2026,2026,E12000009,South West,week-24,Week 24,female,Female,100+,100+,registrations,Registrations
4,2026,2026,E92000001,England,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
1234,2026,2026,E12000006,East of England,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
2,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
8,2026,2026,E12000009,South West,week-24,Week 24,all,All,40-44,40-44,registrations,Registrations
2,2026,2026,E12000007,London,week-24,Week 24,female,Female,40-44,40-44,registrations,Registrations
20,2026,2026,E12000006,East of England,week-24,Week 24,all,All,45-49,45-49,registrations,Registrations
0,2026,2026,W92000004,Wales,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
1689,2026,2026,E12000008,South East,week-24,Week 24,all,All,all-ages,All ages,registrations,Registrations
837,2026,2026,E12000008,South East,week-24,Week 24,female,Female,all-ages,All ages,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,female,Female,0-1,0-1,registrations,Registrations
6,2026,2026,E12000002,North West,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
0,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,1-4,1-4,registrations,Registrations
12,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,45-49,45-49,registrations,Registrations
0,2026,2026,E12000009,South West,week-24,Week 24,male,Male,1-4,1-4,registrations,Registrations
8,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,45-49,45-49,registrations,Registrations
3,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
6,2026,2026,E12000008,South East,week-24,Week 24,male,Male,0-1,0-1,registrations,Registrations
1,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
0,2026,2026,E12000007,London,week-24,Week 24,all,All,1-4,1-4,registrations,Registrations
0,2026,2026,E12000009,South West,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
10,2026,2026,E12000009,South West,week-24,Week 24,male,Male,45-49,45-49,registrations,Registrations
19,2026,2026,E12000001,North East,week-24,Week 24,all,All,50-54,50-54,registrations,Registrations
27,2026,2026,E12000007,London,week-24,Week 24,all,All,50-54,50-54,registrations,Registrations
27,2026,2026,E92000001,England,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
2,2026,2026,E92000001,England,week-24,Week 24,male,Male,1-4,1-4,registrations,Registrations
0,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,1-4,1-4,registrations,Registrations
3,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
0,2026,2026,E12000002,North West,week-24,Week 24,all,All,5-9,5-9,registrations,Registrations
9,2026,2026,E12000004,East Midlands,week-24,Week 24,all,All,40-44,40-44,registrations,Registrations
6,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,40-44,40-44,registrations,Registrations
149,2026,2026,E92000001,England,week-24,Week 24,all,All,45-49,45-49,registrations,Registrations
16,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,45-49,45-49,registrations,Registrations
1,2026,2026,E92000001,England,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
0,2026,2026,E12000002,North West,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
19,2026,2026,E12000007,London,week-24,Week 24,all,All,45-49,45-49,registrations,Registrations
0,2026,2026,E12000008,South East,week-24,Week 24,female,Female,5-9,5-9,registrations,Registrations
35,2026,2026,E12000002,North West,week-24,Week 24,all,All,50-54,50-54,registrations,Registrations
11,2026,2026,E12000001,North East,week-24,Week 24,male,Male,50-54,50-54,registrations,Registrations
16,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,50-54,50-54,registrations,Registrations
0,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,10-14,10-14,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,10-14,10-14,registrations,Registrations
21,2026,2026,E12000009,South West,week-24,Week 24,male,Male,50-54,50-54,registrations,Registrations
223,2026,2026,E92000001,England,week-24,Week 24,male,Male,55-59,55-59,registrations,Registrations
64,2026,2026,E12000007,London,week-24,Week 24,all,All,60-64,60-64,registrations,Registrations
30,2026,2026,E12000004,East Midlands,week-24,Week 24,male,Male,60-64,60-64,registrations,Registrations
1,2026,2026,E12000008,South East,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
1,2026,2026,E12000008,South East,week-24,Week 24,all,All,20-24,20-24,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,all,All,10-14,10-14,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,female,Female,20-24,20-24,registrations,Registrations
0,2026,2026,E12000009,South West,week-24,Week 24,all,All,10-14,10-14,registrations,Registrations
2,2026,2026,E12000009,South West,week-24,Week 24,female,Female,25-29,25-29,registrations,Registrations
21,2026,2026,E92000001,England,week-24,Week 24,male,Male,25-29,25-29,registrations,Registrations
43,2026,2026,E92000001,England,week-24,Week 24,all,All,30-34,30-34,registrations,Registrations
2,2026,2026,E92000001,England,week-24,Week 24,male,Male,10-14,10-14,registrations,Registrations
1,2026,2026,E12000004,East Midlands,week-24,Week 24,female,Female,20-24,20-24,registrations,Registrations
0,2026,2026,E12000001,North East,week-24,Week 24,male,Male,10-14,10-14,registrations,Registrations
0,2026,2026,W92000004,Wales,week-24,Week 24,female,Female,30-34,30-34,registrations,Registrations
20,2026,2026,E92000001,England,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
2,2026,2026,E12000002,North West,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
3,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,all,All,25-29,25-29,registrations,Registrations
7,2026,2026,E92000001,England,week-24,Week 24,female,Female,25-29,25-29,registrations,Registrations
0,2026,2026,E12000008,South East,week-24,Week 24,female,Female,25-29,25-29,registrations,Registrations
2,2026,2026,E12000006,East of England,week-24,Week 24,all,All,15-19,15-19,registrations,Registrations
2,2026,2026,E12000005,West Midlands,week-24,Week 24,female,Female,30-34,30-34,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
6,2026,2026,E12000002,North West,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
4,2026,2026,W92000004,Wales,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
4,2026,2026,E12000005,West Midlands,week-24,Week 24,all,All,20-24,20-24,registrations,Registrations
2,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,25-29,25-29,registrations,Registrations
1,2026,2026,E12000006,East of England,week-24,Week 24,all,All,20-24,20-24,registrations,Registrations
23,2026,2026,E92000001,England,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
12,2026,2026,E12000008,South East,week-24,Week 24,all,All,35-39,35-39,registrations,Registrations
2,2026,2026,E12000001,North East,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
5,2026,2026,E12000002,North West,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
3,2026,2026,E12000009,South West,week-24,Week 24,all,All,20-24,20-24,registrations,Registrations
2,2026,2026,E12000001,North East,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
2,2026,2026,E12000005,West Midlands,week-24,Week 24,male,Male,30-34,30-34,registrations,Registrations
6,2026,2026,E12000002,North West,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
3,2026,2026,E12000009,South West,week-24,Week 24,female,Female,35-39,35-39,registrations,Registrations
9,2026,2026,E12000008,South East,week-24,Week 24,male,Male,35-39,35-39,registrations,Registrations
0,2026,2026,E12000006,East of England,week-24,Week 24,female,Female,20-24,20-24,registrations,Registrations
1,2026,2026,W92000004,Wales,week-24,Week 24,male,Male,20-24,20-24,registrations,Registrations
4,2026,2026,W92000004,Wales,week-24,Week 24,all,All,25-29,25-29,registrations,Registrations
12,2026,2026,E12000001,North East,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
623,2026,2026,E92000001,England,week-24,Week 24,female,Female,75-79,75-79,registrations,Registrations
9,2026,2026,E92000001,England,week-24,Week 24,all,All,10-14,10-14,registrations,Registrations
30,2026,2026,E12000007,London,week-24,Week 24,female,Female,60-64,60-64,registrations,Registrations
15,2026,2026,E12000001,North East,week-24,Week 24,male,Male,60-64,60-64,registrations,Registrations
31,2026,2026,E12000006,East of England,week-24,Week 24,male,Male,60-64,60-64,registrations,Registrations
391,2026,2026,E92000001,England,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
58,2026,2026,E12000003,Yorkshire and The Humber,week-24,Week 24,male,Male,65-69,65-69,registrations,Registrations
61,2026,2026,E12000008,South East,week-24,Week 24,female,Female,70-74,70-74,registrations,Registrations
